"farm","radius","coffee","developed","forest","past/grass","shrub","water"
"ADJUCP","1100",0.00521108787506819,0.174867257475853,0.757425367832184,0.0594275705516338,0.0030687041580677,0
"JAYU2","1100",0.109670408070087,0.113575592637062,0.665126085281372,0.104417964816093,0.00720997340977192,0
"JAYU3","1100",0.115354537963867,0.134566634893417,0.652382254600525,0.0904012843966484,0.00729534262791276,0
"JUAN1","1100",0.057360265403986,0.0361586958169937,0.877945065498352,0.0249829646199942,0.00355301448144019,0
"JUAN7*","1100",0.00758609315380454,0.0493866428732872,0.921211063861847,0.0199212934821844,0.00189494108781219,0
"LASM1*","1100",0.046127051115036,0.058174517005682,0.869432210922241,0.0201076753437519,0.00615855865180492,0
"LASM2","1100",0.0246342346072197,0.0614315941929817,0.862804055213928,0.0506563782691956,0.000473735271953046,0
"LASM3","1100",0.0255081281065941,0.0628131404519081,0.876312255859375,0.0348927490413189,0.000473735271953046,0
"MARI2*","1100",0.17238874733448,0.0532025955617428,0.737444460391998,0.034121785312891,0.00284241163171828,0
"MARI3*","1100",0.199478700757027,0.0648789033293724,0.689128577709198,0.0437857396900654,0.00272808503359556,0
"MARI8*","1100",0.441475927829742,0.0983725339174271,0.380366802215576,0.0733893141150475,0.00639542611315846,0
"OROC1","1100",0.0496792457997799,0.0578645244240761,0.797066390514374,0.0886673554778099,0.00672254292294383,0
"PONC1*","1100",0.00961281731724739,0.0642407238483429,0.893820345401764,0.0313786678016186,0.000947470543906093,0
"UTUA10","1100",0.0582178682088852,0.0518574006855488,0.837420701980591,0.046108566224575,0.00639542611315846,0
"UTUA13","1100",0.149798348546028,0.0561032369732857,0.752740681171417,0.0378047302365303,0.00355301448144019,0
"UTUA16*","1100",0.00673059793189168,0.0856359750032425,0.854040622711182,0.050696112215519,0.00289673754014075,0
"UTUA17*","1100",0.0362407490611076,0.0676432698965073,0.842854619026184,0.0516033060848713,0.00165807351004332,0
"UTUA18","1100",0.0440348833799362,0.134218499064445,0.729343891143799,0.0895603075623512,0.00284241163171828,0
"UTUA2","1100",0.0279886461794376,0.0999737530946732,0.797248184680939,0.0479004085063934,0.00331614702008665,0.0235728770494461
"UTUA20*","1100",0.040700625628233,0.0519828163087368,0.788313269615173,0.113806530833244,0.00519678881391883,0
"UTUA30*","1100",0.0431968979537487,0.0580136366188526,0.842646956443787,0.0497470647096634,0.00639542611315846,0
"UTUA5","1100",0.105497770011425,0.0527332946658134,0.786165177822113,0.0483907945454121,0.0072129312902689,0
"YAUC3","1100",0.144333600997925,0.058324571698904,0.763563334941864,0.0303769335150719,0.0034015525598079,0
"YAUC4*","1100",0.163215279579163,0.0825865045189857,0.739309191703796,0.0139427427202463,0.0009463099995628,0
"YAUC5*","1100",0.0525053851306438,0.0558613501489162,0.877085328102112,0.0143111059442163,0.000236867635976523,0
"ADJU7","1200",0.222510024905205,0.0667430087924004,0.459464192390442,0.070542961359024,0.00852898135781288,0.172210797667503
"ADJU8","1200",0.141850456595421,0.0379266329109669,0.776307463645935,0.0403328239917755,0.00358262285590172,0
"ADJUCP","1200",0.0047768303193152,0.178184419870377,0.754934072494507,0.0583348013460636,0.00376983196474612,0
"JAYU2","1200",0.0946590527892113,0.103719882667065,0.699457168579102,0.095993772149086,0.0061700725927949,0
"JAYU3","1200",0.0969298556447029,0.125457212328911,0.681256115436554,0.0891915485262871,0.00716524571180344,0
"JUAN1","1200",0.0546623803675175,0.0322025753557682,0.881805539131165,0.0281449165195227,0.00318455370143056,0
"JUAN7*","1200",0.00809337943792343,0.0464169345796108,0.924459874629974,0.019437562674284,0.00159227685071528,0
"LASM1*","1200",0.0427627116441727,0.060970813035965,0.868211388587952,0.0228801667690277,0.00517489993944764,0
"LASM2","1200",0.0206995997577906,0.0609426125884056,0.866209506988525,0.051267433911562,0.000880856881849468,0
"LASM3","1200",0.0237004179507494,0.059397280216217,0.886252284049988,0.0302519202232361,0.00039806921267882,0
"MARI2*","1200",0.169136837124825,0.0498043559491634,0.748435378074646,0.0302350167185068,0.0023884151596576,0
"MARI3*","1200",0.202176690101624,0.0567507483065128,0.699588775634766,0.0390953458845615,0.0023884151596576,0
"MARI8*","1200",0.41667428612709,0.0903668701648712,0.418175876140594,0.0688118860125542,0.00597103824838996,0
"OROC1","1200",0.0498596616089344,0.0569387190043926,0.791781306266785,0.0950507968664169,0.00636950042098761,0
"PONC1*","1200",0.00945641566067934,0.0614164732396603,0.898920834064484,0.0294101387262344,0.00079613842535764,0
"UTUA10","1200",0.0596300475299358,0.0555888973176479,0.834725260734558,0.0442837476730347,0.00577200343832374,0
"UTUA13","1200",0.142729550600052,0.0517687313258648,0.765183806419373,0.0373323559761047,0.00298551912419498,0
"UTUA16*","1200",0.014988630078733,0.0808113068342209,0.85469114780426,0.0460360683500767,0.00347282714210451,0
"UTUA17*","1200",0.0319053083658218,0.065759465098381,0.849341988563538,0.0512148067355156,0.00177836359944195,0
"UTUA18","1200",0.0396644026041031,0.138748988509178,0.728720664978027,0.0904436409473419,0.00242229830473661,0
"UTUA2","1200",0.0252583809196949,0.0998773649334908,0.798826575279236,0.0488600507378578,0.0027864845469594,0.0243910904973745
"UTUA20*","1200",0.0487300902605057,0.060299638658762,0.76659631729126,0.118158258497715,0.00621569436043501,0
"UTUA30*","1200",0.0544919073581696,0.0576229281723499,0.83253812789917,0.0493212267756462,0.00602581305429339,0
"UTUA5","1200",0.104698397219181,0.0470027811825275,0.795253574848175,0.0456816777586937,0.00736350892111659,0
"YAUC3","1200",0.131234064698219,0.0585505850613117,0.772985875606537,0.0332487709820271,0.00398069201037288,0
"YAUC4*","1200",0.149376749992371,0.0860775262117386,0.74576061964035,0.0175584834069014,0.00122662715148181,0
"YAUC5*","1200",0.0572884269058704,0.0530958585441113,0.876617789268494,0.0127988364547491,0.00019903460633941,0
"ADJU7","1300",0.210180133581161,0.0637506172060966,0.480807989835739,0.0797420591115952,0.00947742257267237,0.156041786074638
"ADJU8","1300",0.133955001831055,0.0389977358281612,0.785570740699768,0.0380846932530403,0.00339183257892728,0
"ADJUCP","1300",0.00407019909471273,0.182890951633453,0.750491082668304,0.0591560192406178,0.00339183257892728,0
"JAYU2","1300",0.0811765193939209,0.0975610986351967,0.725928246974945,0.0896724909543991,0.00566166918724775,0
"JAYU3","1300",0.0825911238789558,0.123769074678421,0.700396597385406,0.0869288668036461,0.00631438568234444,0
"JUAN1","1300",0.0506710633635521,0.0308952815830708,0.883998095989227,0.0311993211507797,0.00323628913611174,0
"JUAN7*","1300",0.00830802042037249,0.0438369885087013,0.926783382892609,0.0197149235755205,0.00135673303157091,0
"LASM1*","1300",0.039768148213625,0.066084012389183,0.867271542549133,0.0224669855087996,0.00440938211977482,0
"LASM2","1300",0.018382677808404,0.0596366040408611,0.872070670127869,0.0490620769560337,0.00084795814473182,0
"LASM3","1300",0.0228420216590166,0.0579500235617161,0.891029596328735,0.0278392359614372,0.000339183257892728,0
"MARI2*","1300",0.167533859610558,0.0490783229470253,0.75375360250473,0.0272599030286074,0.0023742828052491,0
"MARI3*","1300",0.20110347867012,0.0501959398388863,0.708821952342987,0.0376739799976349,0.00220469105988741,0
"MARI8*","1300",0.394673615694046,0.0883742347359657,0.443566203117371,0.0676198825240135,0.00576611515134573,0
"OROC1","1300",0.0473679937422276,0.0602085031569004,0.772614121437073,0.112879365682602,0.00693001644685864,0
"PONC1*","1300",0.0115423761308193,0.0556378476321697,0.902306854724884,0.0298345498740673,0.000678366515785456,0
"UTUA10","1300",0.0626964494585991,0.0572859831154346,0.833662331104279,0.0408545173704624,0.00550071569159627,0
"UTUA13","1300",0.138768047094345,0.0530412830412388,0.76763129234314,0.0376272164285183,0.00293219834566116,0
"UTUA16*","1300",0.0156895332038403,0.087590791285038,0.843189120292664,0.0499832592904568,0.00354735925793648,0
"UTUA17*","1300",0.0289234891533852,0.0655362606048584,0.851616382598877,0.0518888384103775,0.00203509954735637,0
"UTUA18","1300",0.0364910177886486,0.1393723487854,0.729418277740479,0.0921309590339661,0.00258735683746636,0
"UTUA2","1300",0.02194669470191,0.0992242470383644,0.805927634239197,0.0485650971531868,0.0023742828052491,0.0219620559364557
"UTUA20*","1300",0.0578693374991417,0.0618020482361317,0.759264945983887,0.115199953317642,0.00586378667503595,0
"UTUA30*","1300",0.0570640005171299,0.0569273866713047,0.830576121807098,0.0498363114893436,0.00559614691883326,0
"UTUA5","1300",0.101387478411198,0.0437833219766617,0.803547918796539,0.0445569381117821,0.00672441674396396,0
"YAUC3","1300",0.120748989284039,0.0633038952946663,0.776732206344604,0.0356535501778126,0.00356142409145832,0
"YAUC4*","1300",0.146681800484657,0.0823675990104675,0.752375185489655,0.0167099330574274,0.00186550791841,0
"YAUC5*","1300",0.0538020879030228,0.0515779890120029,0.882552266120911,0.011898105032742,0.000169591628946364,0
"ADJU7","1400",0.196496620774269,0.060855109244585,0.507924258708954,0.0840602144598961,0.00936515908688307,0.141298592090607
"ADJU8","1400",0.138901025056839,0.0423464700579643,0.77847284078598,0.0373550690710545,0.00292459013871849,0
"ADJUCP","1400",0.00399760250002146,0.18291312456131,0.75256621837616,0.0569099299609661,0.00361308525316417,0
"JAYU2","1400",0.0703591331839561,0.0896064415574074,0.749233365058899,0.085143968462944,0.00565705075860023,0
"JAYU3","1400",0.0713137164711952,0.118159919977188,0.708316624164581,0.0957175120711327,0.00649225478991866,0
"JUAN1","1400",0.0444143004715443,0.0301522426307201,0.886102139949799,0.0357624627649784,0.00356884649954736,0
"JUAN7*","1400",0.00809827074408531,0.0425849035382271,0.926580548286438,0.0214441232383251,0.00129211077000946,0
"LASM1*","1400",0.0389754921197891,0.0688989534974098,0.864317774772644,0.0230831131339073,0.00472463387995958,0
"LASM2","1400",0.0207338202744722,0.0573937855660915,0.874388575553894,0.0464065633714199,0.00107729807496071,0
"LASM3","1400",0.0259832050651312,0.0622512735426426,0.883231401443481,0.028241703286767,0.000292459008051082,0
"MARI2*","1400",0.159412696957588,0.0523469932377338,0.75953084230423,0.0265160016715527,0.0021934425458312,0
"MARI3*","1400",0.189138054847717,0.0461736284196377,0.726593255996704,0.0359016619622707,0.0021934425458312,0
"MARI8*","1400",0.374973565340042,0.0851569175720215,0.46812978386879,0.0666216760873795,0.00511803291738033,0
"OROC1","1400",0.0469003170728683,0.0593779869377613,0.75834721326828,0.128825932741165,0.00654855044558644,0
"PONC1*","1400",0.012625121511519,0.051709733903408,0.905201733112335,0.0297112111002207,0.000752195424865931,0
"UTUA10","1400",0.0625565201044083,0.0611174143850803,0.831256151199341,0.0395515151321888,0.00551842851564288,0
"UTUA13","1400",0.132510811090469,0.0585380867123604,0.767634332180023,0.0377901270985603,0.00352667737752199,0
"UTUA16*","1400",0.0140944197773933,0.0922001153230667,0.8358553647995,0.054486807435751,0.00336327869445086,0
"UTUA17*","1400",0.0328678525984287,0.0668309256434441,0.846479415893555,0.0518115758895874,0.00201022159308195,0
"UTUA18","1400",0.0400590896606445,0.134538725018501,0.729058682918549,0.0934506878256798,0.00289278686977923,0
"UTUA2","1400",0.0234496630728245,0.102480068802834,0.801157414913177,0.0507911071181297,0.00227921479381621,0.0198425035923719
"UTUA20*","1400",0.0691531226038933,0.0667690634727478,0.742713749408722,0.114701271057129,0.0066627818159759,0
"UTUA30*","1400",0.0606998316943645,0.0599620305001736,0.821821630001068,0.0512059926986694,0.00631053140386939,0
"UTUA5","1400",0.0963981449604034,0.0465809442102909,0.806259453296661,0.0443246364593506,0.00643679359927773,0
"YAUC3","1400",0.113670364022255,0.0656018182635307,0.784609019756317,0.0330479554831982,0.00307081965729594,0
"YAUC4*","1400",0.138909056782722,0.0788756459951401,0.763158798217773,0.0174479838460684,0.0016085245879367,0
"YAUC5*","1400",0.0516299046576023,0.0531682334840298,0.88365638256073,0.0111718140542507,0.000373685674276203,0
"ADJU7","1500",0.179139077663422,0.0605666972696781,0.537356019020081,0.0850006937980652,0.00891675055027008,0.129020810127258
"ADJU8","1500",0.144054263830185,0.045101884752512,0.770591139793396,0.0371125601232052,0.0031400986481458,0
"ADJUCP","1500",0.00535624241456389,0.178808718919754,0.758897304534912,0.0533709824085236,0.00356670026667416,0
"JAYU2","1500",0.0620281361043453,0.0838516354560852,0.768410086631775,0.0799151062965393,0.00579496892169118,0
"JAYU3","1500",0.0637546926736832,0.111781612038612,0.721307039260864,0.0955068171024323,0.00764981703832746,0
"JUAN1","1500",0.0392337031662464,0.0310546420514584,0.891073882579803,0.0353257842361927,0.00331193581223488,0
"JUAN7*","1500",0.0116340089589357,0.0439737178385258,0.919938683509827,0.0233070943504572,0.00114643934648484,0
"LASM1*","1500",0.0371153242886066,0.0718293339014053,0.85948234796524,0.0263744294643402,0.00519848940894008,0
"LASM2","1500",0.0213649533689022,0.0559148751199245,0.874505639076233,0.0469406731426716,0.00127382145728916,0
"LASM3","1500",0.0313959792256355,0.0661166906356812,0.871689021587372,0.0305253136903048,0.00027294343453832,0
"MARI2*","1500",0.154288247227669,0.053105928003788,0.765080392360687,0.0256146695464849,0.0019107322441414,0
"MARI3*","1500",0.182224929332733,0.0448048636317253,0.736541032791138,0.034136276692152,0.00229287869296968,0
"MARI8*","1500",0.352568775415421,0.0839840769767761,0.487842828035355,0.0700690597295761,0.00553525658324361,0
"OROC1","1500",0.0488124638795853,0.060299962759018,0.747841000556946,0.136245429515839,0.00680111208930612,0
"PONC1*","1500",0.013074248097837,0.0490578413009644,0.905008792877197,0.0315436571836472,0.00131545180920511,0
"UTUA10","1500",0.061922375112772,0.0619815364480019,0.827184200286865,0.0431900918483734,0.00572173809632659,0
"UTUA13","1500",0.125929117202759,0.0573271736502647,0.77671205997467,0.0360828191041946,0.00394884683191776,0
"UTUA16*","1500",0.0129932053387165,0.090923897922039,0.839261651039124,0.0504690930247307,0.00292978947982192,0.00342232664115727
"UTUA17*","1500",0.0345177389681339,0.0684740394353867,0.841295003890991,0.0536750815808773,0.00203811447136104,0
"UTUA18","1500",0.0451712012290955,0.13853232562542,0.720724284648895,0.0925184711813927,0.00305369379930198,0
"UTUA2","1500",0.0294285211712122,0.101351819932461,0.797942996025085,0.051281314343214,0.00216549658216536,0.0178298465907574
"UTUA20*","1500",0.0771563351154327,0.068475216627121,0.735486507415771,0.11176422983408,0.00711772684007883,0
"UTUA30*","1500",0.0643715634942055,0.0666951984167099,0.813367128372192,0.0491720400750637,0.00639404216781259,0
"UTUA5","1500",0.0896643847227097,0.0480820871889591,0.807803094387054,0.047828633338213,0.00662180129438639,0
"YAUC3","1500",0.104031272232533,0.0674256384372711,0.795869588851929,0.0299984384328127,0.00267502502538264,0
"YAUC4*","1500",0.124342754483223,0.078504741191864,0.774785399436951,0.0209629479795694,0.00140413059853017,0
"YAUC5*","1500",0.0550088733434677,0.05631398037076,0.875601351261139,0.0125661958009005,0.00050952861784026,0
