"farm","radius","coffee","developed","forest","past/grass","shrub","water"
"OROC1","800",0.0256671104580164,0.0483924522995949,0.809299051761627,0.109111502766609,0.00752987433224916,0
"PONC1*","800",0.0120913526043296,0.0741315633058548,0.877407968044281,0.0354734472930431,0.00089565577218309,0
"UTUA10","800",0.0575739666819572,0.0517440922558308,0.820101499557495,0.0612230710685253,0.00935740862041712,0
"UTUA13","800",0.200372472405434,0.06795334815979,0.685174524784088,0.0397822447121143,0.00671741832047701,0
"UTUA16*","800",0,0.0995507463812828,0.826992511749268,0.0712240412831306,0.00223272247239947,0
"UTUA17*","800",0.0649350434541702,0.0890395566821098,0.78360390663147,0.0615258924663067,0.00089565577218309,0
"UTUA18","800",0.0244666393846273,0.130264759063721,0.738420069217682,0.103713728487492,0.00313479523174465,0
"UTUA2","800",0.0483654104173183,0.0934085920453072,0.78686136007309,0.0534362941980362,0.00537393474951386,0.0125544294714928
"UTUA20*","800",0.0528967492282391,0.038324061781168,0.80525279045105,0.0990481600165367,0.00447827903553843,0
"UTUA30*","800",0.0207916144281626,0.0403051897883415,0.886216104030609,0.0469841063022614,0.00570301013067365,0
"UTUA5","800",0.129376441240311,0.0663273483514786,0.735284507274628,0.0621958635747433,0.00681586004793644,0
"YAUC3","800",0.193131983280182,0.0476306900382042,0.723929405212402,0.0312775000929832,0.00403045117855072,0
"YAUC4*","800",0.215635538101196,0.0801112949848175,0.697999060153961,0.00616158405318856,9.25178101169877e-05,0
"YAUC5*","800",0.0352608188986778,0.0537262111902237,0.897599875926971,0.0129652991890907,0.000447827886091545,0
"ADJU7","900",0.27501055598259,0.0788879320025444,0.34150955080986,0.052830770611763,0.00534757599234581,0.246413603425026
"ADJU8","900",0.20918795466423,0.0395865216851234,0.689325034618378,0.0587159506976604,0.00318455370143056,0
"ADJUCP","900",0.00778446486219764,0.190601125359535,0.731641590595245,0.0671421512961388,0.00283071445301175,0
"JAYU2","900",0.140054151415825,0.142881080508232,0.613496124744415,0.0967012271285057,0.00686744879931211,0
"JAYU3","900",0.162180587649345,0.178157195448875,0.543638348579407,0.107341565191746,0.00868232175707817,0
"JUAN1","900",0.0735193192958832,0.0441231243312359,0.853877782821655,0.02442835457623,0.00405145157128572,0
"JUAN7*","900",0.00964679941534996,0.0655179917812347,0.898318290710449,0.0239324383437634,0.00258450233377516,0
"LASM1*","900",0.0612142011523247,0.0507676489651203,0.863346815109253,0.0176173020154238,0.00705400854349136,0
"LASM2","900",0.0367992892861366,0.0630520209670067,0.844077825546265,0.0553632341325283,0.000707678613252938,0
"LASM3","900",0.0366693399846554,0.0687709376215935,0.84551215171814,0.0483398884534836,0.000707678613252938,0
"MARI2*","900",0.200056940317154,0.0554894767701626,0.705269932746887,0.0363529585301876,0.00283071445301175,0
"MARI3*","900",0.205330640077591,0.0726278275251389,0.679462134838104,0.0393988192081451,0.0031805969774723,0
"MARI8*","900",0.512348771095276,0.0985608324408531,0.325237452983856,0.0593292638659477,0.00452370382845402,0
"OROC1","900",0.02592315338552,0.0556909739971161,0.810620486736298,0.100539594888687,0.00722586829215288,0
"PONC1*","900",0.0102833183482289,0.0758887901902199,0.8795365691185,0.0335095822811127,0.000781737559009343,0
"UTUA10","900",0.0562931634485722,0.0545915178954601,0.825229287147522,0.0561368204653263,0.00774917937815189,0
"UTUA13","900",0.176654502749443,0.0662756860256195,0.706284463405609,0.0454777516424656,0.00530758965760469,0
"UTUA16*","900",0,0.0925479754805565,0.844320118427277,0.0608620420098305,0.00226989458315074,0
"UTUA17*","900",0.0526314862072468,0.0825141295790672,0.805659115314484,0.0584876202046871,0.000707678613252938,0
"UTUA18","900",0.0318376794457436,0.125810831785202,0.745230317115784,0.0942559465765953,0.00286523345857859,0
"UTUA2","900",0.0401143282651901,0.0890574157238007,0.804445564746857,0.0476557686924934,0.00424607191234827,0.014480902813375
"UTUA20*","900",0.0495961494743824,0.0442204512655735,0.804847002029419,0.0973542854189873,0.00398210296407342,0
"UTUA30*","900",0.0298085585236549,0.0430918484926224,0.875535905361176,0.044477317482233,0.00708642834797502,0
"UTUA5","900",0.124153487384319,0.0576961636543274,0.756910681724548,0.0538106262683868,0.00742906471714377,0
"YAUC3","900",0.172523751854897,0.0482241474092007,0.745035290718079,0.0305578447878361,0.00365897244773805,0
"YAUC4*","900",0.203558683395386,0.0858457684516907,0.70316618680954,0.00703880377113819,0.000390597502700984,0
"YAUC5*","900",0.0385021790862083,0.0568515993654728,0.889788448810577,0.0145038878545165,0.000353839306626469,0
"ADJU7","1000",0.255377024412155,0.0729457661509514,0.39524245262146,0.0540125779807568,0.0077384659089148,0.214683711528778
"ADJU8","1000",0.181086018681526,0.0406567640602589,0.723284900188446,0.05119439214468,0.00377788161858916,0
"ADJUCP","1000",0.0063054165802896,0.175310000777245,0.75300258398056,0.0627207159996033,0.00266127847135067,0
"JAYU2","1000",0.127605468034744,0.125752568244934,0.633463442325592,0.106413908302784,0.00676459772512317,0
"JAYU3","1000",0.1384447067976,0.152503028512001,0.606313347816467,0.0949978679418564,0.00774109084159136,0
"JUAN1","1000",0.064973883330822,0.0414522551000118,0.86612343788147,0.0240060240030289,0.00344437826424837,0
"JUAN7*","1000",0.00802507530897856,0.0564300268888474,0.911970973014832,0.0212810803204775,0.00229287869296968,0
"LASM1*","1000",0.0508603975176811,0.0535345748066902,0.869757950305939,0.0184101611375809,0.00743696046993136,0
"LASM2","1000",0.0298074241727591,0.0633571073412895,0.855066359043121,0.0511958412826061,0.00057321967324242,0
"LASM3","1000",0.0298074241727591,0.0674334242939949,0.860627472400665,0.041558425873518,0.00057321967324242,0
"MARI2*","1000",0.182052075862885,0.0546684339642525,0.726445972919464,0.0344741344451904,0.0023594053927809,0
"MARI3*","1000",0.196225866675377,0.0687855109572411,0.692422091960907,0.0394138470292091,0.0031527082901448,0
"MARI8*","1000",0.470378905534744,0.101845167577267,0.353149086236954,0.0684718787670135,0.00615496980026364,0
"OROC1","1000",0.037771925330162,0.0564799457788467,0.807102382183075,0.0913215950131416,0.0073241600766778,0
"PONC1*","1000",0.00978981051594019,0.0689357817173004,0.886461198329926,0.0339533351361752,0.00085982953896746,0
"UTUA10","1000",0.055907666683197,0.0533771552145481,0.830247759819031,0.0531295016407967,0.00733790779486299,0
"UTUA13","1000",0.161362737417221,0.0620571002364159,0.73186856508255,0.0404124297201633,0.00429914752021432,0
"UTUA16*","1000",9.39661404117942e-05,0.0881770551204681,0.854933381080627,0.0542161650955677,0.00257948855869472,0
"UTUA17*","1000",0.0438513047993183,0.074419230222702,0.828548729419708,0.0517595298588276,0.00142120150849223,0
"UTUA18","1000",0.0430961214005947,0.127482727169991,0.733068108558655,0.0934869050979614,0.00286609842441976,0
"UTUA2","1000",0.0332467406988144,0.098926492035389,0.79871255159378,0.0473769828677177,0.00364187126979232,0.018095325678587
"UTUA20*","1000",0.0437845773994923,0.047907866537571,0.797500371932983,0.105293862521648,0.0055133649148047,0
"UTUA30*","1000",0.0322957709431648,0.0536215007305145,0.859105885028839,0.0482862740755081,0.00669057946652174,0
"UTUA5","1000",0.111138246953487,0.0536844953894615,0.779629826545715,0.0485661625862122,0.00698122568428516,0
"YAUC3","1000",0.158907294273376,0.0547535717487335,0.752696692943573,0.0299165043979883,0.00372592802159488,0
"YAUC4*","1000",0.181102856993675,0.0852145701646805,0.721149265766144,0.0119601031765342,0.00057321967324242,0
"YAUC5*","1000",0.0442667230963707,0.0573011301457882,0.88372004032135,0.0144255012273788,0.00028660983662121,0
"ADJU7","1100",0.239031657576561,0.0689245238900185,0.430243909358978,0.0595933608710766,0.00803355034440756,0.194172993302345
"ADJU8","1100",0.157932907342911,0.0389134809374809,0.752305448055267,0.0467201210558414,0.00412803888320923,0
