"farm","radius","coastal_veg","coffee","developed","forest","mines","past/grass","shrub","water","no_data"
"UTUA30*","400",0,0.0621228143572807,0.887437462806702,0,0.0504397042095661,0,0,0,0
"JAYU2","400",0.0860988572239876,0.159155681729317,0.488895773887634,0.0693360790610313,0.196513682603836,0,0,0,0
"JAYU3","400",0.211225897073746,0.164846122264862,0.192914307117462,0.11925907433033,0.311467528343201,0.000287126022158191,0,0,0
"UTUA13","400",0.2524693608284,0.00678671570494771,0.488900303840637,0.183243438601494,0.0686002150177956,0,0,0,0
"ADJU7","400",0.132679894566536,0.0185771267861128,0.141383081674576,0.14399816095829,0.107142932713032,0.452636212110519,0.00358262308873236,0,0
"ADJU8","400",0.377372115850449,0.0847398862242699,0.468850255012512,0.0297868344932795,0.0392509400844574,0,0,0,0
"OROC1","400",0.0177005752921104,0.116258829832077,0.411350220441818,0.0196868535131216,0.0785655006766319,0,0.29884722828865,0.057590838521719,0
"MARI2*","400",0.274757385253906,0.0236053336411715,0.463093876838684,0.219856336712837,0.0186870973557234,0,0,0,0
"MARI3*","400",0.348034620285034,0.0605004243552685,0.380448937416077,0.106511548161507,0.104504533112049,0,0,0,0
"ADJUCP","400",0.0125391809269786,0.0346305072307587,0.776211380958557,0.0254773162305355,0.151141673326492,0,0,0,0
"UTUA2","500",0.0217823479324579,0.0951544642448425,0.670656085014343,0.053153682500124,0.159253388643265,0,0,0,0
"UTUA5","500",0.0868541076779366,0.0805894061923027,0.70329874753952,0.0710098147392273,0.0315626040101051,0,0.0266853347420692,0,0
"YAUC3","500",0.0707251951098442,0.0529213175177574,0,0.0845006927847862,0.0529669560492039,0,0.738885819911957,0,0
"JUAN1","500",0.0284321438521147,0.0185009278357029,0.718027889728546,0.0733734145760536,0.0315401032567024,0,0.130125492811203,0,0
"LASM1*","500",0.0171965900808573,0.0349060110747814,0.787465989589691,0.0843183025717735,0.0761131122708321,0,0,0,0
"YAUC4*","500",0.124263569712639,0.00229287869296968,0.00697508314624429,0.0768225789070129,0.027108957991004,0,0.762536942958832,0,0
"UTUA10","500",0.0148080484941602,0.0749885439872742,0.822925508022308,0.0351047366857529,0.0521731674671173,0,0,0,0
"LASM2","500",0.0195892844349146,0.0781495869159698,0.756092429161072,0.02815842628479,0.0939350351691246,0,0,0.0240752268582582,0
"LASM3","500",0.013902603648603,0.0481504537165165,0.819557547569275,0.0322762057185173,0.0861132144927979,0,0,0,0
"JUAN7*","500",0,0.0259328503161669,0.839168548583984,0.000210448779398575,0.134688153862953,0,0,0,0
"MARI8*","500",0.64920300245285,0.0511833168566227,0,0.0830058827996254,0.0902228355407715,0,0.126384988427162,0,0
"PONC1*","500",0.00343931815586984,0.0259366016834974,0.895042836666107,0.0275145452469587,0.0480666793882847,0,0,0,0
"UTUA16*","500",0,0.0573850274085999,0.798617124557495,0,0.1431764960289,0,0,0.000821339548565447,0
"UTUA17*","500",0.0681617185473442,0.0814792141318321,0.68100517988205,0.0427365116775036,0.126617327332497,0,0,0,0
"UTUA18","500",0.0109885819256306,0.102438896894455,0.761148393154144,0.00229287869296968,0.123131237924099,0,0,0,0
"UTUA20*","500",0.0170892607420683,0.0286643970757723,0.846800744533539,0.0529185645282269,0.0346620343625546,0,0,0.0198649857193232,0
"UTUA30*","500",0,0.0628284141421318,0.884253859519958,0,0.0529177151620388,0,0,0,0
"JAYU2","500",0.0827426910400391,0.140119060873985,0.523277938365936,0.0597879663109779,0.194038227200508,3.41350751114078e-05,0,0,0
"JAYU3","500",0.208768174052238,0.146535813808441,0.262656897306442,0.0954306945204735,0.284315556287766,0.00229287869296968,0,0,0
"UTUA13","500",0.196798324584961,0.0123241087421775,0.560908138751984,0.158627703785896,0.0633710399270058,0,0,0,0.00797065813094378
"ADJU7","500",0.134602293372154,0.030310882255435,0.181423008441925,0.11753536015749,0.0828118324279785,0.449877321720123,0.00343931815586984,0,0
"ADJU8","500",0.336603075265884,0.0882353410124779,0.502576410770416,0.0313657708466053,0.041219424456358,0,0,0,0
"OROC1","500",0.0160501506179571,0.105122894048691,0.428755670785904,0.0217801555991173,0.0638690143823624,0,0.298676669597626,0.0657454654574394,0
"MARI2*","500",0.230763927102089,0.0228910222649574,0.527870059013367,0.182476624846458,0.0359984040260315,0,0,0,0
"MARI3*","500",0.26665797829628,0.0625671148300171,0.475924968719482,0.0951558127999306,0.0996941104531288,0,0,0,0
"ADJUCP","500",0.00802507530897856,0.0507972128689289,0.761560142040253,0.0171965900808573,0.162421017885208,0,0,0,0
"UTUA2","600",0.0151266297325492,0.0690651535987854,0.746291041374207,0.0493087992072105,0.12019419670105,1.41523114507436e-05,0,0,0
"UTUA5","600",0.089238315820694,0.0624413415789604,0.689912497997284,0.0686330422759056,0.0472840741276741,0,0.0424906872212887,0,0
"YAUC3","600",0.070635549724102,0.041875284165144,0,0.111425302922726,0.0531047247350216,0,0.722959101200104,0,0
"JUAN1","600",0.0214957371354103,0.0243257451802492,0.732887327671051,0.0576494969427586,0.0377975217998028,0,0.125047951936722,0,0.00079613842535764
"LASM1*","600",0.0151246152818203,0.025101849809289,0.817102432250977,0.0757438763976097,0.0669271647930145,0,0,0,0
"YAUC4*","600",0.128496170043945,0.00318455370143056,0.035010639578104,0.0828780084848404,0.0451139435172081,0,0.705316662788391,0,0
"UTUA10","600",0.0212933793663979,0.0628648996353149,0.82805734872818,0.0451386235654354,0.0426457785069942,0,0,0,0
"LASM2","600",0.0174026433378458,0.0615268833935261,0.776171386241913,0.043928824365139,0.0842513367533684,0,0,0.0167189072817564,0
"LASM3","600",0.0140588022768497,0.0448745898902416,0.831051588058472,0.033303651958704,0.0767113640904427,0,0,0,0
"JUAN7*","600",0,0.023725489154458,0.853614926338196,0.0142198828980327,0.108439736068249,0,0,0,0
"MARI8*","600",0.565281629562378,0.0585371181368828,0.00850635394454002,0.100803941488266,0.083742082118988,0,0.183128863573074,0,0
"PONC1*","600",0.0023884151596576,0.0253357719630003,0.896840035915375,0.0191073212772608,0.0563284866511822,0,0,0,0
"UTUA16*","600",0,0.0506698787212372,0.821942567825317,0,0.122881516814232,0,0,0.00450600311160088,0
"UTUA17*","600",0.0618243664503098,0.0727197080850601,0.721519410610199,0.0352395735681057,0.108696922659874,0,0,0,0
"UTUA18","600",0.0252804756164551,0.125718429684639,0.718510866165161,0.00159227685071528,0.128897920250893,0,0,0,0
"UTUA20*","600",0.018311183899641,0.0222222786396742,0.82331109046936,0.0552173294126987,0.0287752244621515,0,0,0.0521628633141518,0
"UTUA30*","600",0.00110460422001779,0.0560715310275555,0.897262156009674,0.00385687523521483,0.0417048186063766,0,0,0,0
"JAYU2","600",0.0903054252266884,0.114800557494164,0.563043892383575,0.0489581786096096,0.181299656629562,0.00159227685071528,0,0,0
"JAYU3","600",0.190461710095406,0.150801777839661,0.325578361749649,0.075891338288784,0.255674511194229,0.00159227685071528,0,0,0
"UTUA13","600",0.162472307682037,0.0158553123474121,0.624573409557343,0.124507151544094,0.0630381554365158,0,0,0,0.00955366063863039
"ADJU7","600",0.119013145565987,0.0374911800026894,0.247134849429131,0.106045953929424,0.0772684440016747,0.410658001899719,0.0023884151596576,0,0
"ADJU8","600",0.295341223478317,0.0821942910552025,0.549733281135559,0.0358944423496723,0.0368367470800877,0,0,0,0
"OROC1","600",0.0113558871671557,0.100093930959702,0.467234551906586,0.0165684521198273,0.0538668558001518,0,0.288658857345581,0.0622214376926422,0
"MARI2*","600",0.182945996522903,0.0276459287852049,0.57522863149643,0.158061310648918,0.0561181008815765,0,0,0,0
"MARI3*","600",0.215193003416061,0.0554230958223343,0.551464855670929,0.087547592818737,0.0903714075684547,0,0,0,0
"ADJUCP","600",0.0055729690939188,0.0547357052564621,0.752504348754883,0.0119420764967799,0.175244882702827,0,0,0,0
"UTUA2","700",0.0128710092976689,0.061988040804863,0.781309068202972,0.0441718250513077,0.0918722972273827,0.00778778083622456,0,0,0
"UTUA5","700",0.0811904221773148,0.0711313486099243,0.658124208450317,0.0576042346656322,0.0704426690936089,0,0.0615071542561054,0,0
"YAUC3","700",0.0794042944908142,0.0374936386942863,0,0.122311815619469,0.052213042974472,0,0.708577215671539,0,0
"JUAN1","700",0.0169571880251169,0.0278087984770536,0.737920463085175,0.053260363638401,0.0405339561402798,0,0.122934319078922,0,0.000584918016102165
"LASM1*","700",0.0130359819158912,0.0189811214804649,0.824007630348206,0.0789363235235214,0.0650389194488525,0,0,0,0
"YAUC4*","700",0.14098584651947,0.00350950821302831,0.0570899806916714,0.0696149840950966,0.0664903074502945,0,0.662309348583221,0,0
"UTUA10","700",0.0227178800851107,0.0600460283458233,0.83290022611618,0.0375566110014915,0.0467792488634586,0,0,0,0
"LASM2","700",0.0128681967034936,0.0572547391057014,0.809258818626404,0.0334196835756302,0.0749152675271034,0,0,0.0122832786291838,0
"LASM3","700",0.0111007019877434,0.0567816160619259,0.823557376861572,0.0365521609783173,0.0715226978063583,0,0,0.00048545649042353,0
"JUAN7*","700",0,0.0262075178325176,0.872789621353149,0.0105285244062543,0.0904743149876595,0,0,0,0
"MARI8*","700",0.509636878967285,0.0611577033996582,0.056653555482626,0.0951037034392357,0.0889348238706589,0,0.188513368368149,0,0
"PONC1*","700",0.00175475410651416,0.026925303041935,0.894027531147003,0.0140380328521132,0.0632544234395027,0,0,0,0
"UTUA16*","700",0,0.0604921914637089,0.819644629955292,0,0.107599869370461,0,0,0.0122633371502161,0
"UTUA17*","700",0.0526350140571594,0.0694402232766151,0.750677943229675,0.0286589022725821,0.0985878854990005,0,0,0,0
"UTUA18","700",0.0238456800580025,0.11368677765131,0.724880218505859,0.00336332037113607,0.134223967790604,0,0,0,0
"UTUA20*","700",0.0140380328521132,0.0234023686498404,0.811870813369751,0.044464435428381,0.0373555868864059,0,0,0.0688688084483147,0
"UTUA30*","700",0.00338118639774621,0.0534338764846325,0.896603941917419,0.00985761918127537,0.0367233790457249,0,0,0,0
"JAYU2","700",0.0982507467269897,0.113376684486866,0.577683627605438,0.0444035083055496,0.16020193696022,0.00116983603220433,0.00464187143370509,0.000271768280072138,0
"JAYU3","700",0.169639527797699,0.14207598567009,0.406939625740051,0.0584025084972382,0.221772521734238,0.00116983603220433,0,0,0
"UTUA13","700",0.139639288187027,0.0300620719790459,0.6596360206604,0.095231831073761,0.0672575309872627,0,0,0,0.00817320868372917
"ADJU7","700",0.1273502856493,0.0586980544030666,0.274025976657867,0.113290682435036,0.0855468660593033,0.339333355426788,0.00175475410651416,0,0
"ADJU8","700",0.261375993490219,0.0681784674525261,0.603367567062378,0.0323945619165897,0.0346833989024162,0,0,0,0
"OROC1","700",0.0110529400408268,0.0818161517381668,0.487053036689758,0.0158241763710976,0.0519646592438221,0,0.296155005693436,0.0561340264976025,0
"MARI2*","700",0.147459208965302,0.032806146889925,0.636306643486023,0.125843822956085,0.0575841479003429,0,0,0,0
"MARI3*","700",0.180234223604202,0.0519863553345203,0.608409821987152,0.076210655272007,0.0831589922308922,0,0,0,0
"ADJUCP","700",0.00409442605450749,0.0667109340429306,0.720390141010284,0.00877377018332481,0.200030758976936,0,0,0,0
"UTUA2","800",0.0111956968903542,0.0588102303445339,0.78686136007309,0.0371697135269642,0.0934085920453072,0.0125544294714928,0,0,0
"UTUA5","800",0.075533501803875,0.0690117254853249,0.653919816017151,0.0538429245352745,0.0663273483514786,0,0.0813646912574768,0,0
"YAUC3","800",0.0715501457452774,0.035307951271534,0,0.121581837534904,0.0476306900382042,0,0.723929405212402,0,0
"JUAN1","800",0.0153883928433061,0.0273596178740263,0.723717629909515,0.0608004331588745,0.0431888438761234,0,0.129097267985344,0,0.000447827886091545
"LASM1*","800",0.0103000411763787,0.0162995904684067,0.848694145679474,0.0670602545142174,0.0576460175216198,0,0,0,0
"YAUC4*","800",0.14808776974678,0.00625410163775086,0.0657993853092194,0.0675477758049965,0.0801112949848175,0,0.632199704647064,0,0
"UTUA10","800",0.0194475017488003,0.0705804899334908,0.820101499557495,0.0381264686584473,0.0517440922558308,0,0,0,0
"LASM2","800",0.0098522137850523,0.0530002750456333,0.82718813419342,0.0311402156949043,0.0686636120080948,0,0,0.0101555800065398,0
"LASM3","800",0.0098522137850523,0.051911823451519,0.828675627708435,0.0338729284703732,0.0718766301870346,0,0,0.00381077453494072,0
"JUAN7*","800",0.000455215864349157,0.0251325704157352,0.8901686668396,0.00895655807107687,0.0752869844436646,0,0,0,0
"MARI8*","800",0.470905989408493,0.0551871061325073,0.0842583104968071,0.0843465104699135,0.0970889702439308,0,0.208213150501251,0,0
"PONC1*","800",0.00134348368737847,0.0363691039383411,0.877407968044281,0.0107478694990277,0.0741315633058548,0,0,0,0
"UTUA16*","800",0,0.062708891928196,0.826992511749268,0,0.0995507463812828,0,0,0.0107478694990277,0
"UTUA17*","800",0.0403045080602169,0.0624215453863144,0.78360390663147,0.0246305335313082,0.0890395566821098,0,0,0,0
"UTUA18","800",0.020877867937088,0.106848523020744,0.738420069217682,0.00358877214603126,0.130264759063721,0,0,0,0
"UTUA20*","800",0.0127300703898072,0.028133837506175,0.80525279045105,0.0401666797697544,0.038324061781168,0,0,0.075392596423626,0
"UTUA30*","800",0.00567098660394549,0.0526871159672737,0.886216104030609,0.0151206282898784,0.0403051897883415,0,0,0,0
"JAYU2","800",0.0985094681382179,0.10919251292944,0.574775993824005,0.0423700213432312,0.155973270535469,0.00089565577218309,0.0173874367028475,0.00089565577218309,0
"JAYU3","800",0.141536340117455,0.130625665187836,0.473810762166977,0.0512702576816082,0.20142075419426,0.00089565577218309,0,0.000440587697084993,0
"UTUA13","800",0.115897454321384,0.0393344163894653,0.685174524784088,0.0844750255346298,0.06795334815979,0,0,0,0.00716524617746472
"ADJU7","800",0.143830955028534,0.0507177077233791,0.312240570783615,0.121458515524864,0.0828702822327614,0.287538528442383,0.00134348368737847,0,0
"ADJU8","800",0.216480121016502,0.068653479218483,0.644765913486481,0.0320806540548801,0.0380198359489441,0,0,0,0
"OROC1","800",0.0113598685711622,0.0727542489767075,0.49764496088028,0.0143072409555316,0.0483924522995949,0,0.311654090881348,0.0438871346414089,0
"MARI2*","800",0.124106325209141,0.0347120463848114,0.677721619606018,0.102941997349262,0.0599380768835545,0,0.000579949410166591,0,0
"MARI3*","800",0.153641998767853,0.0476316437125206,0.642405152320862,0.0776446461677551,0.0761573612689972,0,0.00251921825110912,0,0
"ADJUCP","800",0.00313479523174465,0.0694462805986404,0.715267479419708,0.00671741832047701,0.199791312217712,0,0.00564276892691851,0,0
"UTUA2","900",0.00884598307311535,0.0519018396735191,0.804445564746857,0.0312683470547199,0.0890574157238007,0.014480902813375,0,0,0
"UTUA5","900",0.0683228746056557,0.0612396895885468,0.664121150970459,0.0558306165039539,0.0576961636543274,0,0.0927895233035088,0,0
"YAUC3","900",0.0683666318655014,0.0326841250061989,0,0.104157119989395,0.0482241474092007,0,0.745035290718079,0,0.00153269141446799
"JUAN1","900",0.0127382148057222,0.0279162917286158,0.710797786712646,0.060990784317255,0.0441231243312359,0,0.143079966306686,0,0.000353839306626469
"LASM1*","900",0.00813830457627773,0.0246713105589151,0.863346815109253,0.0530758984386921,0.0507676489651203,0,0,0,0
"YAUC4*","900",0.139859050512314,0.0074294013902545,0.0707407742738724,0.0636996328830719,0.0858457684516907,0,0.632425427436829,0,0
"UTUA10","900",0.0199143253266811,0.0638860017061234,0.825229287147522,0.036378838121891,0.0545915178954601,0,0,0,0
"LASM2","900",0.00778446486219764,0.043840616941452,0.844077825546265,0.0290148239582777,0.0630520209670067,0,0,0.0122302956879139,0
"LASM3","900",0.00778446486219764,0.0417317971587181,0.84551215171814,0.0288848746567965,0.0687709376215935,0,0,0.00731577072292566,0
"JUAN7*","900",0.00106151797808707,0.026516942307353,0.898318290710449,0.00858528167009354,0.0655179917812347,0,0,0,0
"MARI8*","900",0.430072635412216,0.0638529658317566,0.0990020632743835,0.0822761133313179,0.0985608324408531,0,0.226235389709473,0,0
"PONC1*","900",0.00131562037859112,0.0320325344800949,0.8795365691185,0.00896769762039185,0.0758887901902199,0,0,0.00225878716446459,0
"UTUA16*","900",0,0.0546397939324379,0.844320118427277,0,0.0925479754805565,0,0,0.00849214382469654,0
"UTUA17*","900",0.0318587310612202,0.0591952987015247,0.805659115314484,0.0207727570086718,0.0825141295790672,0,0,0,0
"UTUA18","900",0.0254217404872179,0.0971211716532707,0.745230317115784,0.00641594128683209,0.125810831785202,0,0,0,0
"UTUA20*","900",0.0127101810649037,0.0311605464667082,0.804847002029419,0.0368859693408012,0.0442204512655735,0,0,0.0697186291217804,0.000457206653663889
"UTUA30*","900",0.00905142817646265,0.0515637435019016,0.875535905361176,0.0207571312785149,0.0430918484926224,0,0,0,0
"JAYU2","900",0.100722290575504,0.101445630192757,0.578895032405853,0.0393318571150303,0.142881080508232,0.00141535722650588,0.0346011035144329,0.000707678613252938,0
"JAYU3","900",0.11322858184576,0.11390084028244,0.540602684020996,0.0489520132541656,0.178157195448875,0.00141535722650588,0.00303565477952361,0.000707678613252938,0
"UTUA13","900",0.102162972092628,0.0451239123940468,0.706284463405609,0.0744915381073952,0.0662756860256195,0,0,0,0.0056614289060235
"ADJU7","900",0.147458985447884,0.0574706681072712,0.340448021888733,0.127551570534706,0.0788879320025444,0.247121274471283,0.00106151797808707,0,0
